95002,49.0833,1.98333,8,95254,95177,95422,95181,95535,95348,95658,95625
95008,49.0667,1.78333,7,95379,95024,78329,78536,78202,95543,95676
95011,49.15,1.7,6,95139,95554,95462,95150,95101,95429
95012,49.1,1.65,6,95101,95150,95157,95523,27279,27213
95014,49,2.3,6,95199,95428,95598,95203,95369,95426
95018,48.95,2.25,8,95582,95555,93031,93039,92036,92025,78586,95176
95019,48.9833,2.41667,5,95277,95088,95268,95585,95680
95023,49.1833,2.1,7,60010,60088,95258,95387,95611,95298,95059
95024,49.1,1.78333,5,95046,95690,78329,95008,95379
95026,49.1333,2.35,8,60346,60172,95352,95652,95566,95456,95116,60086
95028,49.05,2.35,8,95660,95682,95395,95229,95409,95042,95430,95353
95039,49.0667,2.16667,9,95446,95628,95120,95392,95394,95572,95500,95211,95308
95040,49.0833,1.86667,7,95169,95282,95610,95253,78329,95690,95295
95042,49.0667,2.3,5,95430,95028,95409,95091,95151
95046,49.1333,1.81667,7,95166,95295,95690,95024,95379,95141,95355
95051,49.0167,2.2,5,95060,95607,95252,95424,95488
95052,49.1333,2.28333,8,95058,95116,95456,95566,95504,95452,95436,95487
95054,49.15,1.88333,5,95142,95438,95169,95166,95459
95055,49.1,2.46667,8,95250,95371,95509,95144,95316,95331,95493,95352
95056,49.0833,2.38333,6,95652,95352,95214,95682,95660,95566
95058,49.1667,2.3,5,60429,95116,95052,95487,60398
95059,49.1833,2.06667,5,60010,95023,95298,60452,60309
95060,49.0333,2.21667,5,95256,95607,95051,95488,95394
95061,49.05,2.25,4,95151,95563,95607,95678
95074,49.0167,2,6,95637,95323,78624,78638,95388,95183
95078,49.0667,2.03333,5,95271,95476,95510,95422,95177
95088,48.9667,2.43333,5,95277,93007,93030,95268,95019
95091,49.05,2.3,5,95042,95409,95199,95574,95151
95094,49.0167,2.43333,5,95241,95280,95277,95680,95492
95101,49.1333,1.65,5,95429,95011,95150,95012,27213
95102,49.15,2.01667,7,95298,95611,95287,95177,95254,95370,95303
